id,airport_from,airport_to,distance_km,flight_time_hr
6628,OJU,CXP,2894,3.63
6629,OJU,KRC,191,0.24
6630,OJU,LUV,2002,2.48
6631,OJU,ARD,391,0.49
6632,OJU,MAL,3585,4.28
6633,OJU,JIO,1306,1.63
6634,OJU,PXA,3141,3.99
6635,OJU,IUL,1379,1.72
6636,OJU,TMH,1759,2.16
6637,OJU,PWL,826,1.1
6638,OJU,NTI,2412,3.15
6639,OJU,TJG,3478,4.6
6640,OJU,SNX,2545,3.12
6641,OJU,DOB,326,0.43
6642,OJU,GLX,1753,2.1
6643,OJU,SWQ,356,0.43
6644,OJU,TMC,328,0.4
6645,OJU,TTR,3198,4.15
6646,OJU,RPI,1314,1.69
6647,OJU,CGK,879,1.07
6648,OJU,LAH,2035,2.67
6649,OJU,OKQ,2740,3.45
6650,OJU,TMB,1198,1.48
6651,TRT,BTH,3107,3.79
6652,TRT,NKD,3340,4.39
6653,TRT,KNO,829,1.03
6654,TRT,SIW,1953,2.53
6655,TRT,NRE,598,0.72
6656,TRT,FLZ,1327,1.71
6657,TRT,KSX,3350,4.0
6658,TRT,PSJ,1951,2.41
6659,TRT,BXM,1581,2.03
6660,TRT,KOE,2809,3.71
6661,TRT,SBG,425,0.54
6662,TRT,TJC,793,0.96
6663,TRT,RUF,3090,4.03
6664,TRT,SUP,2246,2.9
6665,TRT,ATS,1169,1.48
6666,TRT,AEG,1530,1.81
6667,TRT,LHI,2353,2.88
6668,TRT,SMQ,1923,2.47
6669,TRT,BUI,3368,4.01
6670,TRT,UPG,183,0.22
6671,TRT,KWB,2895,3.47
6672,TRT,BXD,1022,1.23
6673,TRT,NAM,418,0.52
6674,TRT,DTD,3202,4.14
6675,TRT,WAR,2406,2.92
6676,TRT,FOO,2861,3.68
6677,TRT,GAV,1204,1.59
6678,TRT,RTI,3145,3.9
6679,TRT,AXO,616,0.78
6680,TRT,TRK,1354,1.67
6681,TRT,MES,1112,1.42
6682,TRT,AAP,2565,3.07
6683,TRT,JKT,1849,2.25
6684,TRT,MDP,928,1.12
6685,TRT,KJT,2256,2.8
6686,TRT,BNE,745,0.91
6687,TRT,MJU,2459,3.0
6688,TRT,FKQ,1604,1.95
6689,TRT,NTX,1140,1.51
6690,TRT,RSK,1647,1.95
6691,TRT,MAP,133,0.17
6692,TRT,EWE,1753,2.26
6693,TRT,PSU,1432,1.81
6694,TRT,PKY,1677,1.99
6695,TRT,TKG,2391,2.97
6696,TRT,GTO,494,0.61
6697,TRT,AGD,1813,2.2
6698,TRT,WMX,1575,2.01
6699,TRT,DUM,1782,2.14
6700,TRT,HMS,608,0.75
6701,ABU,KBX,1075,1.4
6702,ABU,KMR,1058,1.35
6703,ABU,BTW,3543,4.45
6704,ABU,OKQ,248,0.32
6705,ABU,WHI,2294,2.98
6706,ABU,KDI,3353,4.18
6707,ABU,UGU,1128,1.36
6708,ABU,AMQ,223,0.29
6709,ABU,FLZ,3434,4.12
6710,ABU,TMH,2892,3.65
6711,ABU,HLP,796,0.94
6712,ABU,ENE,1785,2.3
6713,ABU,MOA,3207,4.23
6714,ABU,NBX,1344,1.69
6715,ABU,NDA,1202,1.43
6716,ABU,TMC,301,0.37
6717,ABU,MAP,1368,1.72
6718,ABU,PPR,577,0.71
6719,ABU,BWX,474,0.61
6720,ABU,LBJ,2829,3.34
6721,ABU,KLK,383,0.48
6722,ABU,AKM,524,0.69
6723,ABU,WNI,2014,2.43
6724,ABU,PDG,935,1.2
6725,ABU,DRH,1125,1.43
6726,ABU,SKO,2738,3.27
6727,ABU,TJG,3506,4.53
6728,ABU,BNE,3143,3.93
6729,ABU,LLO,1313,1.68
6730,ABU,SNX,890,1.11
6731,ABU,GEB,1258,1.57
6732,ABU,MOH,175,0.21
6733,ABU,CXP,780,1.02
6734,ABU,DJJ,1134,1.46
6735,ABU,MTW,1796,2.15
6736,ABU,RTI,2330,2.78
6737,ABU,DJB,3398,4.18
6738,ABU,LYK,307,0.37
6739,ABU,KEI,1734,2.24
6740,ABU,LWE,1387,1.7
6741,ABU,LSE,138,0.17
6742,ABU,SIW,2430,2.97
6743,ABU,TIM,2609,3.34
6744,ABU,GHS,639,0.84
6745,ABU,KNG,3199,4.2
6746,ABU,MKW,693,0.82
6747,ABU,LSR,1810,2.39
6748,ABU,NKD,2267,2.92
6749,ABU,BJK,1590,2.01
6750,ABU,MKQ,2776,3.6
6751,RTI,NPO,352,0.42
6752,RTI,KSX,2662,3.25
6753,RTI,WGP,757,0.95
6754,RTI,GYO,424,0.54
6755,RTI,MAL,1855,2.2
6756,RTI,LBW,2559,3.28
6757,RTI,DPS,622,0.74
6758,RTI,PWL,854,1.06
6759,RTI,LLN,687,0.86
6760,RTI,BWX,246,0.31
6761,RTI,INX,1846,2.3
6762,RTI,TPK,560,0.73
6763,RTI,KBU,2940,3.49
6764,RTI,UOL,2077,2.45
6765,RTI,KBF,3466,4.25
6766,RTI,WSR,1657,2.19
6767,RTI,ELR,2740,3.24
6768,RTI,JOG,3453,4.5
6769,RTI,ILG,749,0.9
6770,RTI,TRT,3447,4.53
6771,RTI,TJB,1268,1.66
6772,RTI,BJK,3239,4.17
6773,RTI,NAM,2960,3.63
6774,RTI,TNB,3296,4.21
6775,RTI,BUW,3311,3.94
6776,RTI,KRC,1696,2.19
6777,RTI,DTD,2618,3.38
6778,RTI,PKY,3135,3.86
6779,RTI,GEB,915,1.15
6780,RTI,SOC,256,0.31
6781,RTI,GHS,258,0.32
6782,RTI,NTX,2258,2.89
6783,RTI,KOX,2575,3.03
6784,RTI,LHI,501,0.63
6785,RTI,SHE,1755,2.1
6786,RTI,PLW,3605,4.8
6787,RTI,TFY,1719,2.04
6788,RTI,SWQ,155,0.19
6789,RTI,BKS,1610,2.14
6790,RTI,LPU,1614,2.15
6791,RTI,UGU,966,1.16
6792,RTI,AKQ,901,1.07
6793,RTI,YIA,3212,3.78
6794,RTI,BIK,147,0.17
6795,RTI,KWB,3349,4.26
6796,RTI,LUV,3153,4.18
6797,RTI,LAH,2475,3.14
6798,RTI,SQN,3467,4.34
6799,RTI,ONI,3686,4.84
6800,RTI,NAH,1849,2.29
6801,KOE,JKT,2159,2.61
6802,KOE,NTI,1590,2.06
6803,KOE,MTW,1335,1.76
6804,KOE,JOG,2284,2.73
6805,KOE,KOD,963,1.21
6806,KOE,TRK,736,0.92
6807,KOE,BTJ,2214,2.85
6808,KOE,PWL,3073,3.72
6809,KOE,INX,892,1.1
6810,KOE,TNJ,954,1.2
6811,KOE,KLK,858,1.07
6812,KOE,BRG,1687,2.09
6813,KOE,ZRI,2886,3.63
6814,KOE,YIA,1404,1.84
6815,KOE,JIO,195,0.24
6816,KOE,BJG,3220,4.15
6817,KOE,GYO,2513,3.08
6818,KOE,WUB,525,0.68
6819,KOE,WASS,2218,2.86
6820,KOE,SWQ,1056,1.34
6821,KOE,MSA,2582,3.34
6822,KOE,TBX,1495,1.97
6823,KOE,ZEG,843,1.05
6824,KOE,BIK,3192,4.02
6825,KOE,SQG,3661,4.37
6826,KOE,WET,1476,1.93
6827,KOE,WSR,2763,3.33
6828,KOE,PLW,3206,4.14
6829,KOE,GNS,807,1.0
6830,KOE,LLG,556,0.7
6831,KOE,PPR,392,0.49
6832,KOE,BTH,418,0.55
6833,KOE,MOA,2629,3.5
6834,KOE,LYK,3480,4.28
6835,KOE,TTR,1445,1.78
6836,KOE,TSY,2630,3.34
6837,KOE,BUW,1876,2.44
6838,KOE,MLG,699,0.84
6839,KOE,LLO,2066,2.45
6840,KOE,AMQ,2152,2.58
6841,KOE,LMU,3458,4.22
6842,KOE,DJB,903,1.11
6843,KOE,KTG,855,1.1
6844,KOE,BXM,1885,2.34
6845,KOE,BTW,2413,3.11
6846,KOE,KBX,2540,3.18
6847,KOE,LUV,2956,3.75
6848,KOE,TJB,740,0.91
6849,KOE,BJK,643,0.79
6850,KOE,BJW,2459,3.11
6851,MOF,TJS,536,0.64
6852,MOF,NNX,498,0.65
6853,MOF,WMX,1134,1.42
6854,MOF,DTD,3542,4.41
6855,MOF,KNO,3420,4.1
6856,MOF,KNG,3661,4.72
6857,MOF,NAH,2437,2.98
6858,MOF,SEQ,1380,1.71
6859,MOF,MDP,1019,1.22
6860,MOF,ATS,2645,3.47
6861,MOF,MJU,703,0.93
6862,MOF,LBW,1617,1.91
6863,MOF,MRB,1745,2.07
6864,MOF,SNX,351,0.46
6865,MOF,KWB,2921,3.82
6866,MOF,BIK,2977,3.91
6867,MOF,BWX,1838,2.27
6868,MOF,BXG,854,1.05
6869,MOF,LLN,2986,3.75
6870,MOF,WGP,3325,4.28
6871,MOF,SHE,2647,3.31
6872,MOF,ELR,3484,4.45
6873,MOF,KJX,1955,2.35
6874,MOF,SQG,1475,1.95
6875,MOF,LUV,1570,1.87
6876,MOF,RTI,509,0.64
6877,MOF,DPS,410,0.52
6878,MOF,ONI,1788,2.38
6879,MOF,LUW,1234,1.57
6880,MOF,MSA,3110,3.99
6881,MOF,AHI,393,0.47
6882,MOF,UOL,2003,2.55
6883,MOF,AAS,2069,2.52
6884,MOF,TMB,447,0.59
6885,MOF,TTR,3697,4.51
6886,MOF,LOP,2858,3.51
6887,MOF,KXB,1291,1.72
6888,MOF,BPN,1101,1.32
6889,MOF,TRK,1999,2.57
6890,MOF,MXB,1705,2.26
6891,MOF,TMH,1098,1.39
6892,MOF,KLP,691,0.86
6893,MOF,PLW,231,0.29
6894,MOF,DRH,515,0.68
6895,MOF,PPR,3388,4.26
6896,MOF,GAV,3319,4.35
6897,MOF,AEG,2170,2.69
6898,MOF,TMY,3633,4.5
6899,MOF,KTG,1919,2.28
6900,MOF,KBF,3387,4.34
6901,RTG,LYK,372,0.45
6902,RTG,TMY,812,0.98
6903,RTG,PKN,2396,3.18
6904,RTG,TJC,547,0.66
6905,RTG,AKQ,3416,4.1
6906,RTG,FKQ,860,1.07
6907,RTG,MOH,2422,2.89
6908,RTG,BNE,1259,1.49
6909,RTG,RTU,1289,1.65
6910,RTG,KLP,3271,4.25
6911,RTG,LSW,2218,2.67
6912,RTG,SMQ,3435,4.29
6913,RTG,DJJ,2270,2.69
6914,RTG,BJK,810,0.96
6915,RTG,MRB,1918,2.44
6916,RTG,LOP,1100,1.34
6917,RTG,RKI,3595,4.36
6918,RTG,TMB,2055,2.44
6919,RTG,INX,717,0.87
6920,RTG,LHI,1643,2.13
6921,RTG,NTI,3203,3.96
6922,RTG,MKQ,2691,3.29
6923,RTG,AKM,2796,3.52
6924,RTG,KJT,2827,3.68
6925,RTG,KEI,3620,4.59
6926,RTG,DJB,1992,2.49
6927,RTG,LKA,2985,3.72
6928,RTG,TJG,3252,4.12
6929,RTG,KBX,1171,1.47
6930,RTG,NAH,2044,2.41
6931,RTG,BTW,2404,3.19
6932,RTG,RSK,551,0.71
6933,RTG,TJB,584,0.71
6934,RTG,CPF,1880,2.46
6935,RTG,RAQ,2495,3.08
6936,RTG,WASS,2455,2.94
6937,RTG,KOD,2817,3.71
6938,RTG,MLG,632,0.82
6939,RTG,AGD,148,0.18
6940,RTG,BTH,1142,1.41
6941,RTG,TMX,621,0.77
6942,RTG,MTW,2929,3.83
6943,RTG,BXB,3399,4.01
6944,RTG,ABY,1213,1.52
6945,RTG,TFY,2267,2.88
6946,RTG,PWL,3513,4.46
6947,RTG,SUP,2355,2.84
6948,RTG,WNI,3332,4.14
6949,RTG,EWE,3692,4.62
6950,RTG,UGU,489,0.59
6951,LKA,TNJ,402,0.49
6952,LKA,TMB,2195,2.86
6953,LKA,MOA,2592,3.12
6954,LKA,KMR,3375,4.1
6955,LKA,NBX,1963,2.43
6956,LKA,ZRM,1972,2.54
6957,LKA,LHI,2554,3.04
6958,LKA,KLK,330,0.41
6959,LKA,NNX,574,0.73
6960,LKA,TMC,3069,3.64
6961,LKA,MXB,1536,1.81
6962,LKA,LBW,2464,2.91
6963,LKA,PGK,626,0.76
6964,LKA,DUM,1457,1.79
6965,LKA,KJT,2479,3.29
6966,LKA,AXO,1406,1.87
6967,LKA,BUI,1509,2.01
6968,LKA,TJG,1305,1.7
6969,LKA,DTB,3138,3.75
6970,LKA,RJM,3575,4.67
6971,LKA,KBU,774,0.98
6972,LKA,MPC,2675,3.36
6973,LKA,ENE,2914,3.54
6974,LKA,YIA,138,0.17
6975,LKA,WSR,2090,2.69
6976,LKA,PCB,625,0.81
6977,LKA,TMY,2904,3.42
6978,LKA,SUP,3011,3.99
6979,LKA,RDE,1207,1.58
6980,LKA,GAV,1956,2.55
6981,LKA,LOP,2232,2.86
6982,LKA,LSR,3177,4.13
6983,LKA,MRB,3130,3.69
6984,LKA,MAL,3278,4.12
6985,LKA,KOX,1499,1.96
6986,LKA,WNI,1963,2.34
6987,LKA,HLP,840,1.1
6988,LKA,AGD,2916,3.47
6989,LKA,KTG,1138,1.38
6990,LKA,LYK,3055,3.86
6991,LKA,OTI,2102,2.8
6992,LKA,RTG,982,1.17
6993,LKA,RGT,1367,1.69
6994,LKA,GHS,3338,4.31
6995,LKA,MDP,1201,1.44
6996,LKA,MKF,3205,4.24
6997,LKA,AAS,1993,2.62
6998,LKA,RSK,936,1.13
6999,LKA,BXB,3003,3.77
7000,LKA,DPS,2216,2.81
7001,ENE,ATS,3268,3.91
7002,ENE,BIK,2203,2.89
7003,ENE,WHI,3124,3.92
7004,ENE,OJU,2341,2.97
7005,ENE,MXB,339,0.45
7006,ENE,RPI,3492,4.22
7007,ENE,KLK,3231,3.88
7008,ENE,PCB,3094,4.12
7009,ENE,SXK,2335,2.97
7010,ENE,KWB,1500,1.87
7011,ENE,LUW,2295,2.78
7012,ENE,MAP,1769,2.35
7013,ENE,SKO,2951,3.83
7014,ENE,DEX,780,1.03
7015,ENE,DPS,1225,1.61
7016,ENE,TPK,464,0.57
7017,ENE,FLZ,1296,1.73
7018,ENE,KBX,1460,1.93
7019,ENE,SOQ,1852,2.29
7020,ENE,BTW,3295,4.07
7021,ENE,EWI,2101,2.5
7022,ENE,MJU,885,1.17
7023,ENE,CGK,533,0.67
7024,ENE,HMS,2259,2.96
7025,ENE,OKQ,2855,3.39
7026,ENE,LSR,3014,3.77
7027,ENE,SKJ,3210,4.19
7028,ENE,BJK,3656,4.39
7029,ENE,BJG,2987,3.74
7030,ENE,AHI,861,1.12
7031,ENE,LAH,388,0.48
7032,ENE,TMH,2123,2.6
7033,ENE,WUB,2641,3.24
7034,ENE,MKW,2521,3.3
7035,ENE,KLP,3104,4.0
7036,ENE,ZRM,718,0.94
7037,ENE,JIO,1271,1.58
7038,ENE,TJC,3134,3.71
7039,ENE,BDJ,328,0.4
7040,ENE,DJJ,230,0.29
7041,ENE,BJW,2717,3.36
7042,ENE,DJB,263,0.31
7043,ENE,SIQ,3596,4.34
7044,ENE,MEQ,3436,4.54
7045,ENE,NAH,1072,1.34
7046,ENE,NTX,1477,1.84
7047,ENE,BMU,379,0.49
7048,ENE,TJQ,3537,4.71
7049,ENE,LHI,2523,3.3
7050,ENE,PKN,3366,4.21
7051,DPS,NAM,781,0.93
7052,DPS,ATS,2068,2.53
7053,DPS,LII,1342,1.61
7054,DPS,LKA,3046,3.63
7055,DPS,KLK,660,0.8
7056,DPS,DRH,303,0.39
7057,DPS,BWX,3497,4.35
7058,DPS,BUI,1079,1.4
7059,DPS,BIK,1964,2.5
7060,DPS,OKL,921,1.19
7061,DPS,NTX,3319,4.1
7062,DPS,TJS,3605,4.25
7063,DPS,LOP,2572,3.26
7064,DPS,PKN,688,0.91
7065,DPS,WHI,3637,4.64
7066,DPS,NKD,2514,3.21
7067,DPS,GEB,3100,3.94
7068,DPS,BMU,3498,4.35
7069,DPS,TNJ,1871,2.49
7070,DPS,TPK,2579,3.05
7071,DPS,WASS,3127,3.79
7072,DPS,JIO,3653,4.63
7073,DPS,PKY,3023,3.9
7074,DPS,UBR,631,0.76
7075,DPS,FLZ,2999,3.88
7076,DPS,WUB,1589,2.05
7077,DPS,KJT,1157,1.41
7078,DPS,LSR,2659,3.31
7079,DPS,TRT,1282,1.63
7080,DPS,NNX,1389,1.71
7081,DPS,FKQ,1256,1.65
7082,DPS,BXM,2757,3.27
7083,DPS,LMU,2382,2.9
7084,DPS,SRG,2895,3.5
7085,DPS,WET,3611,4.36
7086,DPS,DOB,1994,2.52
7087,DPS,ENE,1103,1.43
7088,DPS,PSU,1597,1.97
7089,DPS,BDO,2981,3.81
7090,DPS,EWI,2163,2.85
7091,DPS,BTW,1066,1.36
7092,DPS,MDP,3486,4.61
7093,DPS,PGK,2182,2.87
7094,DPS,MAP,1592,1.91
7095,DPS,CPF,2322,2.98
7096,DPS,AXO,3488,4.42
7097,DPS,AYW,3495,4.52
7098,DPS,KBF,1480,1.8
7099,DPS,BXW,866,1.1
7100,DPS,MKF,259,0.32
7101,LOP,AXO,2066,2.58
7102,LOP,SHE,2814,3.58
7103,LOP,KTG,692,0.85
7104,LOP,WRR,1761,2.26
7105,LOP,NAH,1981,2.47
7106,LOP,TNJ,1333,1.74
7107,LOP,GEB,3555,4.32
7108,LOP,KLP,1741,2.06
7109,LOP,AGD,2857,3.44
7110,LOP,OKQ,3385,4.5
7111,LOP,PSJ,549,0.68
7112,LOP,KBU,1559,1.87
7113,LOP,BTJ,3084,3.91
7114,LOP,LHI,629,0.82
7115,LOP,PKY,235,0.31
7116,LOP,CPF,3409,4.02
7117,LOP,RUF,3414,4.43
7118,LOP,MLG,2308,2.89
7119,LOP,BDO,2334,2.76
7120,LOP,DPS,199,0.26
7121,LOP,EWE,2486,3.01
7122,LOP,KBX,2214,2.9
7123,LOP,TJC,2768,3.6
7124,LOP,MOF,2468,3.18
7125,LOP,KEI,1012,1.25
7126,LOP,LLN,1459,1.79
7127,LOP,MKF,1781,2.24
7128,LOP,TPK,2300,2.98
7129,LOP,SQN,1003,1.29
7130,LOP,RJM,3074,3.97
7131,LOP,WNI,3458,4.49
7132,LOP,MDP,546,0.65
7133,LOP,SKO,3184,3.98
7134,LOP,BXD,1620,1.97
7135,LOP,TNB,438,0.54
7136,LOP,KOE,152,0.18
7137,LOP,GTO,1005,1.26
7138,LOP,ARD,1091,1.39
7139,LOP,SKJ,797,0.94
7140,LOP,GHS,2231,2.8
7141,LOP,KMR,1314,1.69
7142,LOP,OTI,1729,2.15
7143,LOP,LBW,2793,3.53
7144,LOP,ELR,1235,1.47
7145,LOP,PDG,2804,3.46
7146,LOP,PWL,387,0.49
7147,LOP,CJN,1814,2.29
7148,LOP,BPN,1823,2.26
7149,LOP,TMB,1164,1.37
7150,LOP,ILG,2151,2.7
7151,LBJ,WMX,3159,3.74
7152,LBJ,NTI,3178,3.77
7153,LBJ,MDP,592,0.71
7154,LBJ,MAL,3391,4.45
7155,LBJ,TKG,468,0.56
7156,LBJ,PSJ,3167,3.78
7157,LBJ,GNS,2089,2.63
7158,LBJ,KOE,2970,3.89
7159,LBJ,NAM,1905,2.38
7160,LBJ,AAS,2853,3.56
7161,LBJ,KBX,2664,3.25
7162,LBJ,ABU,2568,3.22
7163,LBJ,DJB,826,1.0
7164,LBJ,SUB,811,1.05
7165,LBJ,OKL,2767,3.6
7166,LBJ,TMY,1605,2.05
7167,LBJ,ZEG,3544,4.71
7168,LBJ,IUL,2598,3.24
7169,LBJ,BXW,427,0.55
7170,LBJ,DUM,2278,2.96
7171,LBJ,WNI,3595,4.52
7172,LBJ,KJT,1390,1.8
7173,LBJ,WUB,2676,3.54
7174,LBJ,BUI,1253,1.66
7175,LBJ,MKW,2609,3.33
7176,LBJ,BEJ,2139,2.55
7177,LBJ,CGK,1069,1.38
7178,LBJ,MTW,2353,3.01
7179,LBJ,BIK,218,0.27
7180,LBJ,KNO,3175,4.04
7181,LBJ,MOA,2914,3.58
7182,LBJ,MKF,418,0.53
7183,LBJ,DRH,3443,4.14
7184,LBJ,KLP,2056,2.59
7185,LBJ,CXP,2468,3.11
7186,LBJ,MOF,934,1.24
7187,LBJ,TBX,241,0.3
7188,LBJ,BJW,3352,4.01
7189,LBJ,KDI,1096,1.44
7190,LBJ,KMR,1782,2.1
7191,LBJ,BDJ,1162,1.48
7192,LBJ,MPC,1294,1.68
7193,LBJ,SEQ,564,0.69
7194,LBJ,LYK,772,0.97
7195,LBJ,LOP,2189,2.83
7196,LBJ,RTG,3488,4.33
7197,LBJ,JIO,617,0.82
7198,LBJ,LLG,3339,4.15
7199,LBJ,KTG,230,0.28
7200,LBJ,BWX,2266,2.86
7201,LYK,SBG,1161,1.44
7202,LYK,DTB,1220,1.55
7203,LYK,RJM,512,0.67
7204,LYK,LSE,2760,3.26
7205,LYK,BRG,1067,1.33
7206,LYK,BNE,2875,3.44
7207,LYK,INX,1625,2.04
7208,LYK,SIW,3307,4.23
7209,LYK,ILG,627,0.82
7210,LYK,TSY,464,0.61
7211,LYK,TKG,2884,3.6
7212,LYK,EWI,160,0.2
7213,LYK,SAU,2348,2.9
7214,LYK,TMB,669,0.82
7215,LYK,LAH,3235,4.17
7216,LYK,KEI,1660,2.01
7217,LYK,TJS,2872,3.73
7218,LYK,GHS,2133,2.8
7219,LYK,MDC,1540,1.93
7220,LYK,KBU,615,0.76
7221,LYK,KJT,2727,3.22
7222,LYK,KLP,1191,1.58
7223,LYK,TLI,3332,4.42
7224,LYK,MAP,3639,4.67
7225,LYK,NPO,3546,4.72
7226,LYK,JIO,612,0.76
7227,LYK,MJU,1086,1.31
7228,LYK,WSR,2437,2.88
7229,LYK,KBF,1771,2.18
7230,LYK,KEQ,896,1.1
7231,LYK,WMX,2484,3.14
7232,LYK,LBJ,1047,1.38
7233,LYK,TTE,1705,2.22
7234,LYK,WET,2653,3.38
7235,LYK,RKI,2278,2.71
7236,LYK,DPS,494,0.65
7237,LYK,UBR,1090,1.31
7238,LYK,GYO,1230,1.64
7239,LYK,KXB,245,0.31
7240,LYK,GEB,1678,2.11
7241,LYK,SUP,2604,3.29
7242,LYK,TBX,3011,3.93
7243,LYK,BDJ,605,0.76
7244,LYK,ONI,2942,3.61
7245,LYK,KMR,2772,3.56
7246,LYK,KOD,3090,3.71
7247,LYK,ARD,3479,4.14
7248,LYK,OJU,3315,4.17
7249,LYK,SMQ,2897,3.75
7250,LYK,KAZ,2076,2.53
7251,ARD,MKF,399,0.5
7252,ARD,MKQ,703,0.86
7253,ARD,MTW,2703,3.54
7254,ARD,RUF,1369,1.64
7255,ARD,TTE,1864,2.22
7256,ARD,FKQ,1865,2.44
7257,ARD,TMY,555,0.71
7258,ARD,WET,3372,4.12
7259,ARD,TFY,1539,1.97
7260,ARD,TIM,732,0.94
7261,ARD,PLW,3173,4.07
7262,ARD,CPF,2606,3.31
7263,ARD,MPC,1703,2.16
7264,ARD,GEB,438,0.58
7265,ARD,BDO,600,0.78
7266,ARD,LLO,1853,2.42
7267,ARD,KBU,596,0.72
7268,ARD,LUV,2707,3.26
7269,ARD,RDE,339,0.43
7270,ARD,PKY,1038,1.33
7271,ARD,MDC,1424,1.68
7272,ARD,SNX,1440,1.91
7273,ARD,NKD,3044,4.03
7274,ARD,LHI,1594,2.08
7275,ARD,CXP,832,1.07
7276,ARD,NTX,3442,4.46
7277,ARD,TTR,1274,1.54
7278,ARD,TJQ,3655,4.73
7279,ARD,BJK,1114,1.41
7280,ARD,PNK,3133,3.97
7281,ARD,TRK,2952,3.84
7282,ARD,BDJ,2216,2.85
7283,ARD,SOC,2053,2.53
7284,ARD,EWI,2739,3.32
7285,ARD,TJB,2117,2.81
7286,ARD,WGP,2137,2.66
7287,ARD,AXO,799,1.01
7288,ARD,INX,3551,4.4
7289,ARD,LBJ,3346,4.01
7290,ARD,SXK,3044,3.59
7291,ARD,LOP,1860,2.27
7292,ARD,WAR,722,0.96
7293,ARD,BXT,2542,3.11
7294,ARD,DJJ,595,0.71
7295,ARD,MDP,2846,3.44
7296,ARD,BPN,718,0.95
7297,ARD,KAZ,2355,3.09
7298,ARD,WNI,2892,3.77
7299,ARD,KJT,3400,4.35
7300,ARD,KBX,1441,1.86
7301,AXO,UPG,1014,1.29
7302,AXO,ELR,965,1.2
7303,AXO,UBR,2210,2.7
7304,AXO,RSK,527,0.64
7305,AXO,KXB,1864,2.36
7306,AXO,BJW,223,0.27
7307,AXO,BXT,2023,2.45
7308,AXO,RPI,1563,1.85
7309,AXO,KOD,2205,2.93
7310,AXO,MOH,2072,2.49
7311,AXO,CGK,673,0.8
7312,AXO,SIQ,649,0.78
7313,AXO,LSW,618,0.76
7314,AXO,KTG,3418,4.31
7315,AXO,KSX,3680,4.67
7316,AXO,ABU,478,0.63
7317,AXO,BNE,1847,2.35
7318,AXO,JKT,2169,2.68
7319,AXO,IUL,3486,4.19
7320,AXO,KJT,1018,1.29
7321,AXO,PNK,2762,3.5
7322,AXO,LLG,3681,4.73
7323,AXO,UOL,2085,2.64
7324,AXO,SRG,1023,1.31
7325,AXO,EWE,3414,4.08
7326,AXO,TTE,858,1.13
7327,AXO,GEB,898,1.11
7328,AXO,PXA,1630,2.01
7329,AXO,TMH,2298,2.91
7330,AXO,PCB,1539,1.92
7331,AXO,PPR,3464,4.49
7332,AXO,SOC,1765,2.1
7333,AXO,PWL,1729,2.2
7334,AXO,KLK,1993,2.48
7335,AXO,HMS,3327,4.33
7336,AXO,MKQ,2786,3.59
7337,AXO,DOB,3245,4.18
7338,AXO,NTI,215,0.28
7339,AXO,LMU,3674,4.34
7340,AXO,PGK,2462,3.05
7341,AXO,SHE,2343,2.81
7342,AXO,TFY,1469,1.86
7343,AXO,LLO,2280,2.81
7344,AXO,LBW,1564,2.06
7345,AXO,AAP,1557,1.87
7346,AXO,PKU,3564,4.28
7347,AXO,AHI,2862,3.59
7348,AXO,TTR,2589,3.22
7349,AXO,WAR,161,0.2
7350,AXO,CXP,210,0.27
7351,WGP,ENE,678,0.86
7352,WGP,PLW,1745,2.21
7353,WGP,GYO,3528,4.29
7354,WGP,KBU,3226,4.0
7355,WGP,KSX,2015,2.41
7356,WGP,PSJ,859,1.03
7357,WGP,LPU,1832,2.18
7358,WGP,GHS,2555,3.04
7359,WGP,AAP,1116,1.33
7360,WGP,NDA,207,0.26
7361,WGP,ABY,1733,2.31
7362,WGP,SUB,1695,2.23
7363,WGP,MKF,2996,3.53
7364,WGP,RTG,884,1.06
7365,WGP,RDE,393,0.49
7366,WGP,MAL,3288,4.25
7367,WGP,BUW,3472,4.26
7368,WGP,TSY,820,1.02
7369,WGP,ARD,420,0.5
7370,WGP,SHE,1765,2.26
7371,WGP,KEQ,3483,4.6
7372,WGP,NAM,2977,3.86
7373,WGP,MXB,212,0.26
7374,WGP,ILG,1452,1.93
7375,WGP,LAH,305,0.38
7376,WGP,RAQ,332,0.43
7377,WGP,TIM,1511,1.85
7378,WGP,AYW,3291,4.08
7379,WGP,KMR,3686,4.5
7380,WGP,ABU,807,0.99
7381,WGP,DTB,844,1.03
7382,WGP,CBN,640,0.82
7383,WGP,LHI,3404,4.38
7384,WGP,WHI,3561,4.67
7385,WGP,EWI,3294,4.31
7386,WGP,UOL,2160,2.75
7387,WGP,KRC,1901,2.37
7388,WGP,PPR,3169,4.08
7389,WGP,SUP,446,0.59
7390,WGP,BJW,3049,3.63
7391,WGP,PWL,3036,3.78
7392,WGP,BMU,836,1.06
7393,WGP,JBB,814,1.03
7394,WGP,SQG,2377,3.0
7395,WGP,AEG,3607,4.56
7396,WGP,NTI,3533,4.3
7397,WGP,JKT,3085,3.87
7398,WGP,GNS,3440,4.57
7399,WGP,KWB,2615,3.45
7400,WGP,MOA,2340,3.12
7401,SWQ,MPC,1996,2.54
7402,SWQ,AMQ,1189,1.48
7403,SWQ,DTD,1781,2.16
7404,SWQ,WASS,3219,3.9
7405,SWQ,SBG,533,0.66
7406,SWQ,AYW,335,0.42
7407,SWQ,ONI,237,0.31
7408,SWQ,GEB,1959,2.58
