id,origin,destination,depart_date,best_price
26968,JIO,SKO,2023-03-31,2114930.0
26969,WUB,KRC,2023-03-07,2262793.0
26970,UGU,ABY,2023-04-25,1937650.0
26971,NTX,LWE,2023-04-04,2015447.0
26972,WMX,BWX,2023-04-01,2059130.0
26973,PCB,TPK,2023-04-02,2059130.0
26974,AGD,AMQ,2023-04-03,2059130.0
26975,FLZ,UPG,2023-04-27,2059130.0
26976,BUI,HMS,2023-04-06,2059130.0
26977,WGP,SWQ,2023-04-29,2059130.0
26978,PLM,BJK,2023-04-24,2116930.0
26979,KMR,NNX,2023-04-26,2116930.0
26980,TMB,TMC,2023-04-05,2116930.0
26981,BWX,KEI,2023-04-28,2116930.0
26982,SNX,PLW,2023-04-30,2116930.0
26983,BXD,NAM,2023-04-23,2350680.0
26984,SXK,KOD,2023-04-09,2350680.0
26985,SIQ,TJG,2023-04-07,2350680.0
26986,OJU,ATS,2023-04-08,2350680.0
26987,WRR,MOA,2023-04-12,2350680.0
26988,TPK,SRG,2023-04-10,2350680.0
26989,LPU,BPN,2023-04-11,2350680.0
26990,WHI,LII,2023-05-28,1814930.0
26991,WAR,NKD,2023-05-29,1814930.0
26992,ABU,HMS,2023-05-08,1814930.0
26993,FLZ,PPR,2023-05-09,1814930.0
26994,KMR,PGK,2023-05-13,1814930.0
26995,ABY,MDP,2023-05-14,1814930.0
26996,WUB,PWL,2023-05-15,1814930.0
26997,TFY,PLW,2023-05-16,1814930.0
26998,SEQ,PWL,2023-05-31,1814930.0
26999,ONI,MEQ,2023-05-10,1814930.0
27000,TBX,DTD,2023-05-11,1814930.0
27001,BTO,CBN,2023-05-12,1814930.0
27002,RDE,WAR,2023-05-30,1814930.0
27003,NTX,LMU,2023-05-17,1814930.0
27004,SRG,DPS,2023-05-18,1814930.0
27005,ATS,WNI,2023-05-19,1814930.0
27006,WASS,WMX,2023-05-24,1814930.0
27007,WGP,SOC,2023-05-25,1814930.0
27008,RTU,ZEG,2023-05-26,1814930.0
27009,LLO,SAU,2023-05-27,1814930.0
27010,LLG,BXW,2023-06-19,1814930.0
27011,BJG,BEJ,2023-06-26,1814930.0
27012,TMC,KRC,2023-06-28,1814930.0
27013,TBX,WRR,2023-06-27,1814930.0
27014,KEI,ZRI,2023-06-21,1814930.0
27015,CBN,NTI,2023-06-20,1814930.0
27016,KDI,GEB,2023-06-14,1814930.0
27017,DJB,BXG,2023-06-13,1814930.0
27018,SUP,FOO,2023-06-12,1814930.0
27019,SOQ,OJU,2023-06-22,2015447.0
27020,SMQ,PKN,2023-06-10,2015447.0
27021,MAP,TNB,2023-06-03,2097073.0
27022,JBB,ABU,2023-06-06,2097073.0
27023,YIA,TRT,2023-06-01,2097073.0
27024,MAP,FOO,2023-06-08,2097073.0
27025,LSR,CBN,2023-06-29,2097073.0
27026,TRT,WSR,2023-06-15,2097073.0
27027,WET,KBF,2023-06-17,2097073.0
27028,UOL,INX,2023-06-18,2174630.0
27029,KBU,BNE,2023-06-04,2174630.0
27030,NRE,HLP,2023-01-30,1501100.0
27031,ZRM,WAR,2023-01-31,1501100.0
27032,TBX,KEI,2023-01-20,1935650.0
27033,RTU,KNO,2023-01-21,2102700.0
27034,KAZ,MSA,2023-01-18,2122150.0
27035,DUM,ZEG,2023-01-17,2230400.0
27036,WSR,RJM,2023-01-26,2249850.0
27037,PNK,KMR,2023-01-23,2254250.0
27038,PWL,KSX,2023-01-29,2464050.0
27039,EWI,BWX,2023-01-22,2621650.0
27040,LKA,RUF,2023-01-27,2783730.0
27041,TFY,LKA,2023-01-24,2783730.0
27042,TKG,OJU,2023-01-25,2783730.0
27043,LSW,TSY,2023-01-28,2783730.0
27044,MDP,WNI,2023-01-19,3089030.0
27045,PNK,MKF,2023-01-16,3167830.0
27046,BTO,RTG,2023-02-05,1498900.0
27047,KDI,AYW,2023-02-14,1566600.0
27048,MXB,TMH,2023-02-22,1566600.0
27049,MES,BXD,2023-02-28,1566600.0
27050,GHS,KBF,2023-02-08,1566600.0
27051,ZRI,BPN,2023-02-07,1566600.0
27052,BMU,CPF,2023-02-11,1566600.0
27053,MOF,AYW,2023-02-26,1697600.0
27054,ABU,KXB,2023-02-06,1699800.0
27055,KMR,TMX,2023-02-27,1699800.0
27056,RTU,HLP,2023-02-17,1700900.0
27057,WSR,NNX,2023-02-04,1705530.0
27058,PDG,SEQ,2023-02-02,1768600.0
27059,HMS,PLW,2023-02-23,1768600.0
27060,BNE,LBJ,2023-02-25,1802450.0
27061,OTI,AMQ,2023-02-16,1834100.0
27062,GHS,PKN,2023-02-24,1960150.0
27063,MDP,GEB,2023-02-20,2001150.0
27064,BXT,SNX,2023-02-15,2700530.0
27065,CGK,MJU,2023-02-18,2700530.0
27066,BJG,SUB,2023-03-05,1498900.0
27067,OKL,RTU,2023-03-25,1514400.0
27068,CGK,OKQ,2023-03-31,1582100.0
27069,BTO,LKA,2023-03-23,1582100.0
27070,JIO,PWL,2023-03-14,1633200.0
27071,TJQ,BXM,2023-03-13,1633200.0
27072,TIM,PXA,2023-03-07,1699800.0
27073,HMS,ILG,2023-03-08,1699800.0
27074,TMY,KXB,2023-03-10,1767500.0
27075,KDI,TMC,2023-03-16,1767500.0
27076,PCB,MAP,2023-03-03,1767500.0
27077,BXB,LWE,2023-03-01,1960150.0
27078,KAZ,ZRM,2023-03-04,2026750.0
27079,LLN,SBG,2023-03-15,2026750.0
27080,KAZ,TSY,2023-03-21,2026750.0
27081,PSJ,SNX,2023-03-09,2103800.0
27082,KOX,PKY,2023-03-11,2103800.0
27083,TJB,SQN,2023-03-19,2103800.0
27084,MXB,RTG,2023-03-29,2406350.0
27085,UBR,PLW,2023-03-30,2406350.0
27086,WHI,LPU,2023-04-03,1381200.0
27087,RJM,AMQ,2023-04-10,1501100.0
27088,TNJ,PLM,2023-04-07,1852450.0
27089,UBR,BJW,2023-04-19,1853000.0
27090,UBR,SXK,2023-04-23,1853000.0
27091,SAU,NRE,2023-04-21,1919600.0
27092,ILG,GNS,2023-04-20,1987300.0
27093,AGD,TRK,2023-04-27,2567800.0
27094,BTH,RSK,2023-04-26,2699900.0
27095,NTI,PDG,2023-04-02,2702530.0
27096,ELR,ZRI,2023-04-04,2758030.0
27097,TLI,BJW,2023-04-25,2802650.0
27098,NAM,LKA,2023-04-28,2802650.0
27099,BXB,SUP,2023-04-24,2934650.0
27100,PKY,SUP,2023-04-01,3071150.0
27101,PPJ,AAS,2023-04-05,3071150.0
27102,PNK,MOA,2023-04-29,3124450.0
27103,DEX,MXB,2023-04-11,3361830.0
27104,TMY,KOX,2023-04-16,3674950.0
27105,BXM,SUB,2023-04-17,3674950.0
27106,TJG,SOC,2023-05-28,2236980.0
27107,SNX,PLW,2023-05-14,2302380.0
27108,OTI,BUI,2023-05-24,2302380.0
27109,LOP,KBX,2023-05-21,2302380.0
27110,NTX,BJW,2023-05-06,2505580.0
27111,ABY,MSA,2023-05-20,2505580.0
27112,SWQ,BXW,2023-05-13,2573280.0
27113,JBB,KEQ,2023-05-19,2573280.0
27114,INX,OKQ,2023-05-07,2632200.0
27115,PXA,GNS,2023-05-15,2632200.0
27116,BJW,TKG,2023-05-16,2632200.0
27117,JOG,RGT,2023-05-10,2632200.0
27118,MKW,ABY,2023-05-12,2632200.0
27119,TJQ,RJM,2023-05-30,2632200.0
27120,KLK,WMX,2023-05-22,2632200.0
27121,PCB,BTO,2023-05-18,2646050.0
27122,OJU,ABY,2023-05-01,2646050.0
27123,KOE,RKI,2023-05-23,2685630.0
27124,WGP,AKQ,2023-05-03,2778150.0
27125,GTO,WNI,2023-05-25,2778150.0
27126,TRK,WSR,2023-06-15,1931250.0
27127,KXB,MOA,2023-06-04,2302380.0
27128,PWL,BDO,2023-06-30,2376780.0
27129,ONI,WET,2023-06-08,2440080.0
27130,BTW,BXM,2023-06-19,2505580.0
27131,TJC,NTX,2023-06-25,2505580.0
27132,MTW,DOB,2023-06-22,2505580.0
27133,ATS,LBJ,2023-06-26,2507780.0
27134,TJB,MAL,2023-06-18,2632200.0
27135,KXB,BJG,2023-06-21,2632200.0
27136,ZRM,TPK,2023-06-01,2632200.0
27137,OKQ,UOL,2023-06-09,2632200.0
27138,BTJ,SIW,2023-06-16,2632200.0
27139,MDP,NKD,2023-06-11,2632200.0
27140,OJU,KSX,2023-06-13,2632200.0
27141,BJK,LBJ,2023-06-12,2632200.0
27142,JOG,KLK,2023-06-07,2869250.0
27143,PKY,ENE,2023-06-03,3199500.0
27144,BUW,UOL,2023-06-27,3199500.0
27145,SKO,PLW,2023-06-02,3199500.0
27146,SBG,TRK,2023-01-16,681057.0
27147,KOX,FKQ,2023-01-31,681057.0
27148,BXG,PLW,2023-01-17,726550.0
27149,BEJ,LUV,2023-01-30,726550.0
27150,GLX,MXB,2023-01-24,736557.0
27151,TIM,TRK,2023-01-25,736557.0
27152,KNG,NNX,2023-01-29,736557.0
27153,KJT,ZRI,2023-01-28,790947.0
27154,INX,GLX,2023-01-18,790947.0
27155,DRH,KSX,2023-01-22,792050.0
27156,SOC,LLN,2023-01-26,846447.0
27157,SEQ,TBX,2023-01-27,846447.0
27158,SQN,RTI,2023-01-19,846447.0
27159,MES,CJN,2023-01-23,846447.0
27160,CPF,RTU,2023-01-21,921950.0
27161,LSR,ABU,2023-01-20,1051750.0
27162,PDG,LSR,2023-02-14,570057.0
27163,KSX,BDJ,2023-02-21,570057.0
27164,LOP,BXW,2023-02-28,570057.0
27165,DRH,ZEG,2023-02-07,681057.0
27166,SKJ,LBW,2023-02-15,726550.0
27167,KLK,RPI,2023-02-18,726550.0
27168,EWI,BXG,2023-02-20,726550.0
27169,MAP,ABY,2023-02-23,726550.0
27170,DJJ,MKQ,2023-02-22,726550.0
27171,SHE,IUL,2023-02-27,726550.0
27172,KSR,KXB,2023-02-25,726550.0
27173,AAS,AAP,2023-02-13,726550.0
27174,LSW,PGK,2023-02-16,736557.0
27175,TJS,KOD,2023-02-06,736557.0
27176,PLM,ELR,2023-02-08,736557.0
27177,BUW,TRK,2023-02-01,790947.0
27178,TFY,MKQ,2023-02-04,790947.0
27179,ZRI,GAV,2023-02-17,846447.0
27180,BDO,WASS,2023-02-19,846447.0
27181,BDJ,LPU,2023-02-02,846447.0
27182,MRB,OTI,2023-03-29,678434.0
27183,GTO,LII,2023-03-30,678434.0
27184,PLM,KOX,2023-03-25,678434.0
27185,TBX,TMH,2023-03-08,736557.0
27186,KLK,PPJ,2023-03-01,736557.0
27187,MLG,MOH,2023-03-07,846447.0
27188,DRH,OTI,2023-03-06,846447.0
27189,RUF,AAP,2023-03-28,846447.0
27190,TMB,PPJ,2023-03-27,846447.0
27191,TMY,TPK,2023-03-05,846447.0
27192,TJC,JKT,2023-03-04,846447.0
27193,SNX,TLI,2023-03-09,846447.0
27194,NPO,MTW,2023-03-14,846447.0
27195,KOE,AYW,2023-03-13,846447.0
27196,CXP,WASS,2023-03-16,846447.0
27197,GYO,GHS,2023-03-15,846447.0
27198,LII,SIQ,2023-03-21,846447.0
27199,LWE,SIQ,2023-03-20,846447.0
27200,AXO,WET,2023-03-02,846447.0
27201,WUB,UOL,2023-03-23,846447.0
27202,NTI,GEB,2023-04-28,573057.0
27203,SRG,WNI,2023-04-01,681434.0
27204,KDI,BTH,2023-04-09,681434.0
27205,LBJ,BIK,2023-04-29,681434.0
27206,WASS,LSE,2023-04-08,681434.0
27207,KJX,KMR,2023-04-30,681434.0
27208,BXM,KWB,2023-04-25,684057.0
27209,SWQ,KLP,2023-04-27,684057.0
27210,TNJ,AAS,2023-04-26,739557.0
27211,MSA,WMX,2023-04-24,793947.0
27212,BRG,BDJ,2023-04-16,1292337.0
27213,MKW,CGK,2023-04-17,1292337.0
27214,MRB,MKQ,2023-04-18,1292337.0
27215,PGK,KXB,2023-04-19,1292337.0
27216,EWE,MKQ,2023-04-23,1292337.0
27217,YIA,TMB,2023-04-02,1292337.0
27218,ABU,WNI,2023-04-03,1292337.0
27219,SIQ,GHS,2023-04-20,1292337.0
27220,RTI,SKJ,2023-04-21,1292337.0
27221,SNX,CGK,2023-04-22,1292337.0
27222,LYK,BXW,2023-05-06,681434.0
27223,RTG,OKL,2023-05-02,681434.0
27224,KSR,TNB,2023-05-01,681434.0
27225,WAR,TBX,2023-05-28,1292337.0
27226,ABY,PKN,2023-05-29,1292337.0
27227,FLZ,PWL,2023-05-08,1292337.0
27228,TMH,BXG,2023-05-09,1292337.0
27229,TFY,ZRM,2023-05-13,1292337.0
27230,NBX,LII,2023-05-16,1292337.0
27231,UPG,MJU,2023-05-31,1292337.0
27232,AAS,LWE,2023-05-11,1292337.0
27233,FKQ,KTG,2023-05-12,1292337.0
27234,ILG,YIA,2023-05-30,1292337.0
27235,NNX,LLN,2023-05-18,1292337.0
27236,ZEG,BXB,2023-05-19,1292337.0
27237,KBU,RUF,2023-05-24,1292337.0
27238,PPJ,NBX,2023-05-03,1292337.0
27239,SXK,ARD,2023-05-25,1292337.0
27240,GYO,BKS,2023-05-26,1292337.0
27241,WNI,DTB,2023-05-27,1292337.0
27242,MDP,LUW,2023-06-18,1071447.0
27243,BMU,KJT,2023-06-04,1071447.0
27244,MNA,LII,2023-06-06,1071447.0
27245,KSX,TTE,2023-06-28,1071447.0
27246,FLZ,MTW,2023-06-27,1071447.0
27247,AKQ,WRR,2023-06-05,1071447.0
27248,ONI,MAL,2023-06-22,1071447.0
27249,WAR,IUL,2023-06-21,1071447.0
27250,AYW,AGD,2023-06-02,1071447.0
27251,HMS,PPJ,2023-06-24,1071447.0
27252,MNA,PKN,2023-06-23,1071447.0
27253,WNI,HMS,2023-06-01,1071447.0
27254,SOQ,BIK,2023-06-20,1071447.0
27255,PPJ,OKL,2023-06-08,1071447.0
27256,BTH,SUP,2023-06-29,1071447.0
27257,NNX,TRK,2023-06-14,1071447.0
27258,FLZ,BXW,2023-06-17,1071447.0
27259,RTG,TJS,2023-06-16,1071447.0
27260,KLK,KNO,2023-06-30,1071447.0
27261,KLK,LBJ,2023-06-19,1126781.0
27262,ABU,SMQ,2023-01-26,407109.0
27263,RGT,KBU,2023-01-25,407109.0
27264,SRG,PCB,2023-01-29,407109.0
27265,DPS,TXE,2023-01-30,407109.0
27266,ELR,BTH,2023-01-31,407109.0
27267,EWI,TJB,2023-01-27,480369.0
27268,BDJ,MPC,2023-01-24,480369.0
27269,KBU,UPG,2023-01-22,480369.0
27270,KEI,ZRM,2023-01-23,480369.0
27271,EWE,BTH,2023-01-19,498580.0
27272,SQN,SUP,2023-01-17,498580.0
27273,KOE,TTR,2023-01-18,498580.0
27274,HMS,TXE,2023-01-28,518109.0
27275,TLI,LOP,2023-01-20,554739.0
27276,PLM,LYK,2023-01-16,592800.0
27277,TJB,MEQ,2023-01-21,620936.0
27278,MOA,GYO,2023-02-17,407109.0
27279,AMQ,LUV,2023-02-16,407109.0
27280,ZRI,CJN,2023-02-15,407109.0
27281,JOG,LBJ,2023-02-14,407109.0
27282,ABU,OTI,2023-02-18,407109.0
27283,DPS,TMC,2023-02-20,407109.0
27284,SRG,KXB,2023-02-23,407109.0
27285,TRT,GYO,2023-02-01,407109.0
27286,SIW,BIK,2023-02-22,407109.0
27287,LHI,NKD,2023-02-21,407109.0
27288,PKY,KXB,2023-02-28,407109.0
27289,NTI,OKQ,2023-02-06,407109.0
27290,MLG,SMQ,2023-02-05,407109.0
27291,BUI,CPF,2023-02-27,407109.0
27292,TSY,MOA,2023-02-04,407109.0
27293,RTI,LII,2023-02-26,407109.0
27294,RKI,BXD,2023-02-09,407109.0
27295,PPJ,PKN,2023-02-08,407109.0
27296,GNS,MDC,2023-02-07,407109.0
27297,SHE,LSE,2023-02-13,407109.0
27298,AEG,OKL,2023-03-06,407109.0
27299,SIW,AKM,2023-03-05,407109.0
27300,LLO,KXB,2023-03-27,407109.0
27301,KRC,LLG,2023-03-04,407109.0
27302,PWL,AKM,2023-03-09,407109.0
27303,LLN,FOO,2023-03-08,407109.0
27304,BKS,LUV,2023-03-10,407109.0
27305,MOF,PPJ,2023-03-14,407109.0
27306,AKM,WASS,2023-03-13,407109.0
27307,AKQ,MOF,2023-03-11,407109.0
27308,MNA,WAR,2023-03-18,407109.0
27309,WHI,DEX,2023-03-17,407109.0
27310,MKQ,TFY,2023-03-16,407109.0
27311,MEQ,SXK,2023-03-15,407109.0
27312,TIM,TRT,2023-03-19,407109.0
27313,NAH,LUV,2023-03-21,407109.0
27314,TMC,BTJ,2023-03-20,407109.0
27315,MDP,RKI,2023-03-25,407109.0
27316,KNG,RSK,2023-03-03,407109.0
27317,KTG,KJT,2023-03-02,407109.0
27318,KSR,NAH,2023-04-16,706479.0
27319,UGU,DTD,2023-04-17,706479.0
27320,MXB,RTG,2023-04-18,706479.0
27321,JKT,LAH,2023-04-23,706479.0
27322,RSK,ONI,2023-04-02,706479.0
27323,BXM,SEQ,2023-04-24,706479.0
27324,DJJ,JIO,2023-04-03,706479.0
27325,ZRM,SXK,2023-04-25,706479.0
27326,LKA,MKQ,2023-04-26,706479.0
27327,GLX,WMX,2023-04-22,706479.0
27328,ATS,PLW,2023-04-09,706479.0
27329,WAR,SNX,2023-04-27,706479.0
27330,LBW,TBX,2023-04-06,706479.0
27331,RTU,KWB,2023-04-28,706479.0
27332,MEQ,KEI,2023-04-07,706479.0
27333,EWE,GEB,2023-04-29,706479.0
27334,GTO,PPJ,2023-04-08,706479.0
27335,LHI,KLP,2023-04-12,706479.0
27336,DRH,RTU,2023-04-13,706479.0
27337,KDI,WGP,2023-04-14,706479.0
27338,ILG,NDA,2023-05-28,706479.0
27339,BJK,BXG,2023-05-06,706479.0
27340,JIO,BRG,2023-05-31,706479.0
27341,WRR,KLP,2023-05-11,706479.0
27342,OKL,BJG,2023-05-12,706479.0
27343,BMU,KSX,2023-05-17,706479.0
27344,RAQ,NAH,2023-05-18,706479.0
27345,RTI,TMH,2023-05-19,706479.0
27346,PWL,ARD,2023-05-05,706479.0
27347,SHE,KOD,2023-05-20,706479.0
27348,ZEG,MLG,2023-05-21,706479.0
27349,ENE,GYO,2023-05-22,706479.0
27350,AHI,BUW,2023-05-01,706479.0
27351,ARD,TTR,2023-05-29,724780.0
27352,KJX,MTW,2023-05-07,724780.0
27353,HMS,GAV,2023-05-08,724780.0
27354,ONI,PKN,2023-05-09,724780.0
27355,NBX,LLN,2023-05-13,724780.0
27356,DPS,BDO,2023-05-14,724780.0
27357,RTG,LWE,2023-05-15,724780.0
27358,TJG,TXE,2023-06-04,706479.0
27359,MOH,BDJ,2023-06-03,706479.0
27360,ONI,DTB,2023-06-22,706479.0
27361,NTI,PSU,2023-06-21,706479.0
27362,RGT,SBG,2023-06-24,706479.0
27363,AGD,TRK,2023-06-02,706479.0
27364,SHE,RGT,2023-06-01,706479.0
27365,KNO,AKQ,2023-06-08,706479.0
27366,KNG,AAS,2023-06-14,706479.0
27367,BDO,TIM,2023-06-16,706479.0
27368,PSU,SBG,2023-06-19,742600.0
27369,TRT,WET,2023-06-18,742600.0
27370,UPG,IUL,2023-06-26,742600.0
27371,BXG,MSA,2023-06-25,742600.0
27372,MJU,RJM,2023-06-28,742600.0
27373,RTG,TJB,2023-06-06,742600.0
27374,LLO,KAZ,2023-06-27,742600.0
27375,TMY,FOO,2023-06-05,742600.0
27376,KBF,WSR,2023-06-23,742600.0
27377,MKF,GLX,2023-06-20,742600.0
27378,NNX,CXP,2023-01-26,618730.0
27379,FLZ,INX,2023-01-27,618730.0
27380,TJS,RTU,2023-01-24,618730.0
27381,FOO,FLZ,2023-01-25,618730.0
27382,PGK,BTO,2023-01-28,618730.0
27383,RDE,PWL,2023-01-29,618730.0
27384,UPG,KLP,2023-01-30,618730.0
27385,BUI,TTR,2023-01-31,618730.0
27386,SWQ,SIW,2023-01-22,618730.0
27387,JBB,NAH,2023-01-19,656350.0
27388,PSU,WET,2023-01-17,656350.0
27389,TMC,BXD,2023-01-23,656350.0
27390,WUB,AAP,2023-01-20,656350.0
27391,LBW,TTR,2023-01-21,656350.0
27392,TJS,KMR,2023-01-18,667001.0
27393,ZEG,LSE,2023-01-16,674230.0
27394,KOD,LHI,2023-02-17,618730.0
27395,BXG,UGU,2023-02-16,618730.0
27396,LHI,MAP,2023-02-15,618730.0
27397,MTW,RGT,2023-02-14,618730.0
27398,MKW,SIW,2023-02-19,618730.0
27399,LYK,KNG,2023-02-18,618730.0
27400,SUB,KEQ,2023-02-20,618730.0
27401,TNJ,TJS,2023-02-24,618730.0
27402,JKT,NBX,2023-02-02,618730.0
27403,SRG,SQN,2023-02-01,618730.0
27404,LSW,NTI,2023-02-23,618730.0
27405,INX,KBX,2023-02-22,618730.0
27406,WUB,AXO,2023-02-21,618730.0
27407,HLP,WNI,2023-02-28,618730.0
27408,SIQ,UPG,2023-02-06,618730.0
27409,KDI,BDJ,2023-02-05,618730.0
27410,TMY,SKO,2023-02-27,618730.0
27411,BNE,PLW,2023-02-04,618730.0
27412,WSR,MKQ,2023-02-26,618730.0
27413,KEQ,PCB,2023-02-25,618730.0
27414,TJC,BTW,2023-03-29,618730.0
27415,TJQ,PSU,2023-03-07,618730.0
27416,KJT,NAM,2023-03-06,618730.0
27417,CBN,BTO,2023-03-28,618730.0
27418,WMX,WASS,2023-03-27,618730.0
27419,WRR,ABY,2023-03-05,618730.0
27420,AHI,RPI,2023-03-04,618730.0
27421,LKA,BJK,2023-03-26,618730.0
27422,ENE,KTG,2023-03-09,618730.0
27423,BTW,TJB,2023-03-08,618730.0
27424,LHI,TJS,2023-03-10,618730.0
27425,NBX,SAU,2023-03-31,618730.0
27426,KXB,KSR,2023-03-30,618730.0
27427,BJK,ILG,2023-03-12,618730.0
27428,GLX,MDC,2023-03-11,618730.0
27429,KJT,UBR,2023-03-03,618730.0
27430,BJK,NBX,2023-03-25,618730.0
27431,TNJ,PKU,2023-03-24,618730.0
27432,HMS,RGT,2023-03-02,618730.0
27433,SMQ,DTD,2023-03-23,618730.0
27434,CGK,MSA,2023-04-25,568617.0
27435,LSR,KJX,2023-04-27,568617.0
27436,LUV,ELR,2023-04-28,568617.0
27437,KBX,OTI,2023-04-29,568617.0
27438,NBX,AXO,2023-04-01,620730.0
27439,WAR,KXB,2023-04-02,620730.0
27440,NAH,CPF,2023-04-03,620730.0
27441,SUB,PLW,2023-04-04,620730.0
27442,TBX,SKJ,2023-04-05,620730.0
27443,ABY,CJN,2023-04-24,670001.0
27444,WAR,TNJ,2023-04-26,670001.0
27445,NTX,BDJ,2023-04-16,732897.0
27446,PKU,ONI,2023-04-17,732897.0
27447,NNX,EWE,2023-04-09,732897.0
27448,FOO,WAR,2023-04-06,732897.0
27449,MKQ,MLG,2023-04-07,732897.0
27450,LPU,LLG,2023-04-08,732897.0
27451,ENE,WET,2023-04-12,732897.0
27452,KLK,BWX,2023-04-13,732897.0
27453,BXB,PKN,2023-04-14,732897.0
27454,SMQ,SQN,2023-05-04,670001.0
27455,TLI,TKG,2023-05-01,670001.0
27456,BTH,TRT,2023-05-06,732897.0
27457,DJB,AEG,2023-05-07,732897.0
27458,LSW,BXD,2023-05-08,732897.0
27459,GTO,PXA,2023-05-09,732897.0
27460,BUW,LKA,2023-05-13,732897.0
27461,NNX,GNS,2023-05-14,732897.0
27462,DPS,PNK,2023-05-15,732897.0
27463,LYK,AAS,2023-05-31,732897.0
27464,RKI,TLI,2023-05-10,732897.0
27465,UGU,FLZ,2023-05-11,732897.0
27466,ELR,CBN,2023-05-12,732897.0
27467,SIW,KOD,2023-05-17,732897.0
27468,AGD,LWE,2023-05-18,732897.0
27469,KDI,NDA,2023-05-19,732897.0
27470,ONI,KNG,2023-05-24,732897.0
27471,MOF,BTW,2023-05-02,732897.0
27472,MNA,FKQ,2023-05-03,732897.0
27473,KBX,LBW,2023-05-26,732897.0
27474,SWQ,GHS,2023-06-19,732897.0
27475,KSX,AHI,2023-06-18,732897.0
27476,SIQ,BDJ,2023-06-04,732897.0
27477,GHS,KXB,2023-06-26,732897.0
27478,BTH,BXD,2023-06-25,732897.0
27479,PNK,ATS,2023-06-28,732897.0
27480,TJB,CJN,2023-06-27,732897.0
27481,DOB,MLG,2023-06-05,732897.0
27482,OJU,GEB,2023-06-22,732897.0
27483,MAL,TLI,2023-06-21,732897.0
27484,BTJ,SWQ,2023-06-24,732897.0
27485,WRR,ABY,2023-06-02,732897.0
27486,KMR,SIW,2023-06-01,732897.0
27487,BMU,UOL,2023-06-23,732897.0
27488,EWI,BXT,2023-06-20,732897.0
27489,LAH,SQN,2023-06-08,732897.0
27490,TBX,SXK,2023-06-29,732897.0
27491,WMX,ABU,2023-06-07,732897.0
27492,PLM,GHS,2023-06-17,732897.0
27493,AAP,TMY,2023-06-11,732897.0
27494,BTJ,CBN,2023-01-26,1138155.0
27495,PPR,BWX,2023-01-27,1389015.0
27496,RDE,MKF,2023-01-24,1389015.0
27497,PWL,PKN,2023-01-25,1389015.0
27498,WET,KTG,2023-01-28,1389015.0
27499,PDG,TMX,2023-01-29,1389015.0
27500,LAH,RTU,2023-01-30,1389015.0
27501,DEX,PLM,2023-01-31,1389015.0
27502,KOE,NBX,2023-01-19,1389015.0
27503,JBB,LOP,2023-01-18,1389015.0
27504,NKD,LSR,2023-01-22,1389015.0
27505,AKQ,RTG,2023-01-23,1389015.0
27506,LSE,SKJ,2023-01-21,1389015.0
27507,WMX,RSK,2023-01-17,1452285.0
27508,MKF,RGT,2023-01-20,1452285.0
27509,INX,TIM,2023-01-16,1514445.0
27510,KNG,AMQ,2023-02-17,1639875.0
27511,KBF,ILG,2023-02-16,1639875.0
27512,KDI,PLW,2023-02-15,1639875.0
27513,TTR,SOQ,2023-02-14,1639875.0
27514,LUV,OTI,2023-02-19,1639875.0
27515,PNK,NTX,2023-02-18,1639875.0
27516,SQG,SNX,2023-02-20,1639875.0
27517,MEQ,BIK,2023-02-02,1639875.0
27518,BEJ,GNS,2023-02-24,1639875.0
27519,TNJ,MRB,2023-02-01,1639875.0
27520,PCB,KMR,2023-02-23,1639875.0
27521,KJX,LMU,2023-02-22,1639875.0
27522,KNG,MKQ,2023-02-21,1639875.0
27523,DUM,WSR,2023-02-28,1639875.0
27524,SUP,PSU,2023-02-06,1639875.0
27525,EWE,RSK,2023-02-27,1639875.0
27526,WRR,RTU,2023-02-05,1639875.0
27527,KNG,MDC,2023-02-04,1639875.0
27528,UPG,GAV,2023-02-26,1639875.0
27529,LHI,TJC,2023-02-03,1639875.0
27530,AMQ,DPS,2023-03-29,1639875.0
27531,SOC,BMU,2023-03-07,1639875.0
27532,TTE,SRG,2023-03-06,1639875.0
27533,FKQ,BTO,2023-03-28,1639875.0
27534,AAS,LHI,2023-03-05,1639875.0
27535,GEB,FLZ,2023-03-27,1639875.0
27536,MSA,BUI,2023-03-04,1639875.0
27537,DJB,KNO,2023-03-26,1639875.0
27538,MKQ,SIQ,2023-03-09,1639875.0
27539,DEX,IUL,2023-03-08,1639875.0
27540,KEQ,UGU,2023-03-10,1639875.0
27541,BNE,TBX,2023-03-31,1639875.0
27542,AEG,GAV,2023-03-30,1639875.0
27543,KBU,PKN,2023-03-14,1639875.0
27544,LPU,RSK,2023-03-13,1639875.0
27545,KBF,SAU,2023-03-12,1639875.0
27546,DPS,KOX,2023-03-11,1639875.0
27547,KOX,TTR,2023-03-18,1639875.0
27548,WASS,NAM,2023-03-17,1639875.0
27549,BJW,KLP,2023-03-16,1639875.0
27550,NRE,AKQ,2023-04-16,1642875.0
27551,BMU,GYO,2023-04-17,1642875.0
27552,KJT,LBW,2023-04-18,1642875.0
27553,NTI,DUM,2023-04-19,1642875.0
27554,AHI,LLN,2023-04-23,1642875.0
27555,BXM,NTI,2023-04-01,1642875.0
27556,LUW,DRH,2023-04-24,1642875.0
27557,KAZ,KEI,2023-04-02,1642875.0
